fid,CuadrID,latitude,longitude,Area_hec,HIE_FAS,SAL_SAL,ALY_DIC,DIS_JEA,VIP_LAT,CAP_PYR,CAN_LUP,URS_ARC,MUS_LUT,GAL_PYR,ATE_ALG,MAC_CAL,PAR_APO,LUC_CER,APT_APT,LOP,LOP2,LOP3,LALOP2,LA2LOP,LALOP,LA2,LA3,LA,ORS,ORW,ALTI,ALTI2,PEND,PEND2,DAUT,DIHE,DIPR,ESCO,ETP,ETR,HUEN,HUJU,INSO,PERM,PM24,PMR,PREC,RADS,TENE,TJUL,TMED,U100,U500
"67",67,38,-7,5457,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2.79834,7.83144,21.91898,300.30573,4114.79492,107.30615,1470.44653,56386.36719,38.34639,102.59213,105.03931,194.2742,37742.46494,0.98916,0.97843,57.16557,18.25806,86.11591,181.61572,928.40973,561.6983,91.507,72.1079,3102.53809,1,118.75971,0.21146,561.6983,4.69832,9.52518,24.51731,16.40898,60.7957,149.97568
"68",68,38,-7,9988,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2.77783,7.71743,21.44366,296.54514,4101.50293,106.73935,1476.51184,56735.60547,38.4254,80.49402,93.61312,206.44737,42620.51757,0.76061,0.57853,48.61503,18.04386,79.57938,160.98799,929.09924,587.00793,91.95109,71.51533,3108.93164,1,122.99184,0.20954,587.00793,4.68878,9.31952,24.48786,16.57406,53.50803,156.96291
"69",69,38,-7,10019,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2.7812,7.73629,21.52299,297.95883,4125.52051,107.11623,1483.35999,57130.77734,38.5144,91.23731,103.28783,207.69421,43136.88649,0.8263,0.68278,39.01136,17.95041,70.95709,128.89795,928.80518,609.83838,92.38061,70.93127,3079.48755,1,124.29119,0.20382,609.83838,4.69343,9.06535,24.72915,16.72906,44.40985,161.52187
"70",70,38,-7,8165,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",2.78963,7.78286,21.7159,300.4744,4157.98877,107.69979,1490.51599,57544.69141,38.60719,85.69305,103.97726,191.66667,36736.11308,0.89108,0.79402,29.30519,18.33333,67.2534,100.62031,920.41901,621.49231,92.77511,70.42797,3053.7373,1,119.18023,0.19175,621.49231,4.69807,9.04292,24.96172,16.59933,35.42717,162.96805
"71",71,38,-7,8308,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2.79347,7.80441,21.80664,301.98141,4182.38184,108.08952,1497.19849,57932.10938,38.69364,96.49738,102.65926,184.93617,34201.3879,0.67875,0.4607,20.09,19.05319,67.53193,76.17367,910.05566,606.8067,93.09557,69.48078,3030.40405,2.38298,115.30257,0.19001,606.8067,4.69123,9.05638,25.04735,16.28418,28.27692,162.44615
"72",72,38,-7,1059,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2.82205,7.96414,22.47627,308.65973,4238.82764,109.37173,1502.03845,58213.21875,38.75614,71.48943,96.0282,180.2,32472.03888,0.685,0.46923,13.74682,19.93333,73.1116,56.97176,904.51935,579.50513,92.90524,69.0573,3025.79419,2.6,110.65884,0.19095,579.50513,4.68859,8.93515,25.17846,16.19375,21.70857,165.04343
"73",73,37,-7,9036,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2.89042,8.35553,24.15685,317.29581,4168.11572,109.7615,1442.04114,54760.41797,37.97421,88.41003,104.03376,284.7767,81097.77051,3.11918,9.72929,75.70184,17.23301,67.14211,56.62222,862.56067,703.04199,89.85902,71.99446,3047.27832,1,123.5348,0.17571,703.04199,4.71286,9.54815,24.81912,16.2557,77.67966,117.6598
"74",74,38,-7,973,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2.92562,8.55947,25.04304,326.89783,4267.25195,111.73341,1458.58093,55705.21484,38.19137,104.40651,110.32471,212.72728,45252.89553,1.99424,3.97698,76.92843,18.36364,72.24405,219.46051,903.73669,636.26202,90.20924,72.30553,3035.7085,1,104.06878,0.16357,636.26202,4.72415,9.43776,24.88759,16.18209,75.28649,129.92557
"75",75,38,-7,6992,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2.91119,8.4758,24.67903,324.2084,4259.51416,111.35648,1463.15491,55967.48047,38.2512,97.42432,97.74574,262.21249,68755.39196,1.26061,1.58914,69.81132,18.725,75.60475,229.01918,915.53748,608.44769,90.57239,72.79434,3056.78467,1,106.11134,0.17453,608.44769,4.71801,9.41703,24.85078,16.20247,68.63713,135.70888
"76",76,38,-7,10024,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2.89113,8.35964,24.17474,320.4563,4248.44043,110.82767,1469.47607,56330.55469,38.33374,101.06612,98.59577,242.88696,58994.07675,1.221,1.49084,60.51269,18.9913,79.28941,203.55563,919.90704,579.32709,91.02573,73.08049,3077.23193,1,111.21124,0.19212,579.32709,4.70922,9.09651,24.73764,16.37743,59.94323,143.15642
"77",77,38,-7,10025,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2.89627,8.38969,24.30635,322.35748,4275.86621,111.28371,1476.33777,56725.57422,38.42313,87.35737,93.89899,254.38136,64709.87779,0.95434,0.91076,50.57187,18.99153,67.35783,158.87376,915.88391,561.93652,91.44064,72.74117,3087.16504,1,115.7498,0.20599,561.93652,4.6994,8.75322,24.6764,16.82516,50.10888,150.19212
"78",78,38,-7,10024,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2.89853,8.40258,24.36148,323.62802,4299.77539,111.63792,1483.4342,57135.06641,38.51537,89.98479,111.20912,272.07019,74022.1885,1.21446,1.47491,40.62909,19.03509,57.91257,114.80841,919.18744,573.19464,91.86221,72.19424,3090.12524,1,114.25256,0.19933,573.19464,4.70896,8.58474,24.8627,17.0785,40.37979,157.49998
"79",79,38,-7,10024,"0","1","0","0","1","0","0","0","0","0","0","0","0","0","0",2.901,8.41698,24.42448,324.91479,4322.88428,111.98517,1490.13269,57522.49219,38.60223,85.61044,104.01222,290.99146,84676.02694,1.99853,3.99412,30.74891,19.21367,57.95667,92.03767,927.11438,587.98743,92.3334,71.72391,3062.20972,1,109.63386,0.18643,587.98743,4.70373,8.58499,25.11085,17.07368,31.07748,165.0905
"80",80,38,-7,10024,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2.89945,8.40794,24.38488,325.33725,4341.15186,112.1916,1497.23267,57934.09375,38.69408,79.65077,96.56576,239.49153,57356.19361,1.04434,1.09065,20.71402,20.04237,62.05758,76.884,918.76178,570.85913,92.83195,70.88724,3047.53076,1.18644,105.82256,0.18538,570.85913,4.69655,8.62377,25.35147,16.78417,22.16828,170.21703
"81",81,38,-7,7983,"0","0","0","0","1","0","0","0","0","0","0","0","0","0","0",2.914,8.4925,24.75348,329.33511,4382.21533,113.00349,1503.84204,58318.125,38.7794,78.33395,92.05796,186.57143,34808.89715,0.6266,0.39262,11.60133,20.7033,74.08173,52.58527,904.23547,539.91602,92.82721,70.07722,3051.48096,2.8022,104.01484,0.19276,539.91602,4.69143,8.77427,25.52004,16.50484,14.32287,172.5018
"82",82,37,-6,9998,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",3.00265,9.01707,27.08212,342.41043,4329.79248,114.02124,1441.98853,54757.42969,37.97351,93.13806,95.67729,359.56412,129286.35452,3.60976,13.03035,72.92291,19.21367,69.3582,174.37779,845.08234,771.13837,89.74577,70.6742,3014.44409,1.16239,130.83372,0.16956,773.4668,4.73483,8.55897,25.07882,16.11812,76.26628,109.64297
"83",83,38,-6,3868,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",3.03918,9.23678,28.07332,351.56061,4402.6582,115.67392,1448.6333,55136.34766,38.06091,75.07054,97.1615,454.30435,206392.44406,2.62398,6.88524,81.22838,19.30435,61.61533,216.70872,846.508,709.90942,89.80257,70.31486,3001.71558,1,120.03509,0.1691,709.90942,4.74542,9.29486,25.20824,16.06391,84.49379,112.98722
"84",84,38,-6,1990,"0","0","0","0","1","0","0","0","0","0","0","0","0","0","0",3.01855,9.11353,27.52103,347.81741,4396.78613,115.20376,1456.61438,55592.63281,38.16561,79.09345,114.77222,261.45456,68358.48658,1.64546,2.70755,79.12159,19.04545,64.96018,238.80489,876.83539,660.43958,89.94744,71.13134,3015.05664,1,102.23232,0.15483,660.43958,4.73679,9.02672,25.13233,16.08609,77.49306,122.2884
"85",85,38,-6,9467,"0","0","0","0","1","0","0","0","0","0","0","0","0","0","0",3.00735,9.04513,27.20782,345.93173,4398.80322,115.01617,1462.6842,55940.47266,38.24505,98.04633,96.77091,271.69159,73816.31975,1.10406,1.21896,70.69613,19.57944,63.1049,242.53824,899.84113,632.10809,90.12254,71.77841,3031.52979,1,99.92698,0.15814,632.10809,4.72948,9.14955,25.08186,16.10338,68.57883,129.10207
"86",86,38,-6,10022,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",3.01109,9.06786,27.31147,347.58377,4424.17822,115.41912,1469.29651,56320.23438,38.33139,93.22358,103.07259,311.64166,97120.52587,1.21888,1.48567,61.03969,20.04167,57.03126,227.67783,908.57806,597.72205,90.50628,72.50359,3044.21729,1,103.5843,0.17344,597.72205,4.72051,8.56357,24.99936,16.16579,58.8124,135.97054
"87",87,38,-6,10022,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",3.01238,9.07545,27.34486,348.70886,4447.3291,115.74557,1476.35095,56726.32812,38.4233,93.01032,109.80637,346.15384,119822.48032,1.47983,2.18991,50.90646,20.15385,54.62227,169.2507,902.09271,559.6665,90.98684,73.24197,3057.80396,1,107.85854,0.19281,559.6665,4.71384,8.15237,24.90613,16.47346,48.56656,143.58353
"88",88,38,-6,10022,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",3.01485,9.09048,27.41348,350.0864,4471.38721,116.10574,1483.12158,57117.00391,38.51131,95.91821,105.66167,369.3772,136439.51389,1.50375,2.26127,41.07666,20.21053,52.97104,98.07484,908.92297,540.81079,91.4858,73.53165,3062.56689,1,104.69746,0.1936,540.81079,4.71698,8.11312,24.99073,16.67914,38.68043,151.36014
"89",89,38,-6,10022,"0","0","0","0","1","0","0","0","0","0","0","0","0","0","0",3.01552,9.09443,27.43088,351.06403,4493.50244,116.4055,1490.12817,57522.23047,38.60217,82.51941,96.05706,325.72174,106094.65236,1.41044,1.98933,31.32215,20.34783,52.48186,74.89633,919.66455,552.25037,91.96194,72.95018,3070.07983,1,104.59774,0.18953,552.25037,4.70931,8.20929,25.23876,17.1956,28.89808,159.18121
"90",90,38,-6,10022,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",3.02187,9.13287,27.6054,353.36337,4523.81006,116.92031,1497.02246,57921.89062,38.69136,80.49888,93.88692,262.94916,69142.25954,1.08916,1.18628,21.33521,21.05085,57.12158,75.49085,923.70746,533.94391,92.40582,71.9351,3081.74341,1.71186,108.7615,0.20396,533.94391,4.70296,8.44547,25.49527,17.27617,18.88365,167.39497
"91",91,38,-6,10022,"0","0","0","0","1","0","0","0","0","0","0","0","0","0","1",3.02034,9.12351,27.5625,353.83231,4542.83545,117.13622,1504.08105,58332.04297,38.78247,85.78367,96.88171,218.18803,47606.01822,0.63699,0.40576,11.49129,21.5641,74.23459,54.8472,905.6499,502.39404,92.76398,71.09268,3080.26733,3,110.30756,0.21984,502.39404,4.69676,8.86698,25.74695,16.8426,9.0798,175.72401
"92",92,37,-6,10020,"0","1","0","0","0","0","0","0","0","0","0","1","0","0","0",3.11862,9.72689,30.34122,369.3754,4497.30078,118.42879,1442.08154,54762.72266,37.97474,84.32126,101.71838,493.23077,243276.59632,4.81457,23.18013,70.54647,20.65812,76.1191,221.08875,835.33148,833.36243,89.62987,68.82977,2911.04517,1.40171,143.16312,0.15705,912.50415,4.75919,8.55828,25.34213,15.96455,75.91242,101.56833
"93",93,38,-6,10020,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",3.12013,9.73634,30.38558,370.59384,4520.41406,118.76146,1448.78796,55145.17578,38.06294,76.84912,88.23197,404.88696,163933.45273,3.04819,9.29145,80.4011,20.16522,56.34834,208.7935,833.90088,771.24683,89.73086,68.56077,2936.40967,1,127.64326,0.16488,774.25958,4.75743,8.94622,25.41825,16.00459,84.82929,107.92447
"94",94,38,-6,9955,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",3.12102,9.74178,30.41057,371.68466,4543.27734,119.07838,1455.70056,55540.32031,38.15363,98.12334,105.90894,369.29913,136381.84986,2.40533,5.78562,78.71671,19.95727,57.23353,201.74228,846.80505,686.94244,89.8151,69.53172,2964.4585,1,103.96394,0.15126,686.94244,4.75054,8.54594,25.40461,16.00594,79.09441,114.79758
"95",95,38,-6,9759,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",3.12294,9.75388,30.4679,372.99771,4566.89697,119.42413,1462.37341,55922.64453,38.24098,91.64278,87.3102,319.21054,101895.36936,2.40034,5.76163,68.84244,20.44737,57.8328,203.85873,863.534,648.58337,89.91234,70.57197,2994.63745,1,97.95583,0.15107,648.58337,4.74138,8.77644,25.34918,16.00766,69.06284,121.95438
"96",96,38,-6,10020,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",3.12575,9.77138,30.54956,374.54791,4592.59717,119.81361,1469.28186,56319.39453,38.3312,88.80116,103.64132,417.41379,174234.27025,1.42656,2.03507,59.07006,21.07759,55.97289,230.48999,876.13483,611.28149,90.11564,71.41505,3015.46875,1,99.56731,0.16298,611.28149,4.73069,8.25132,25.25792,16.00144,59.17414,129.36295
"97",97,38,-6,10019,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",3.12895,9.79148,30.64426,376.18399,4618.51074,120.21267,1476.05518,56709.28516,38.41945,82.49778,104.66183,484.6087,234845.5956,2.37883,5.65884,49.4348,21.41739,61.05859,212.70432,875.06262,574.6391,90.56631,72.36213,3030.62158,1,103.52212,0.18024,574.6391,4.7267,7.83862,25.16476,15.99037,49.37815,137.12401
"98",98,38,-6,10019,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",3.12768,9.78339,30.60555,376.74997,4638.20947,120.44435,1482.95361,57107.30078,38.50913,93.56118,113.44203,434.07626,188422.20245,1.64982,2.72191,39.74811,21.40678,60.18207,132.58011,889.84735,537.28009,91.05755,73.45798,3041.44409,1,107.94038,0.20102,537.28009,4.72268,7.8593,25.13999,16.26366,39.50109,145.32486
"99",99,38,-6,10019,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",3.13193,9.81017,30.73231,378.66638,4666.29688,120.8904,1489.9137,57509.81641,38.59939,73.45654,89.05805,372.65811,138874.06814,1.22106,1.49099,29.88224,21.63248,55.14865,76.81769,910.55969,518.74652,91.51241,73.72043,3070.86523,1,113.90228,0.21972,518.74652,4.71509,8.07271,25.36858,16.81535,29.6042,153.76109
"100",100,38,-6,10019,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",3.13434,9.82514,30.80198,380.14734,4692.16211,121.27169,1497.02002,57921.75781,38.69133,71.43252,79.82101,273.4649,74783.05416,0.59252,0.35108,20.19541,22.37719,56.29785,63.95596,922.92676,501.72318,91.91615,72.93256,3113.00708,2.63158,119.29135,0.23796,501.72318,4.70914,8.41673,25.59049,17.11188,20.23947,162.14839
"101",101,38,-6,10019,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",3.13699,9.84177,30.88034,381.65182,4717.37256,121.64836,1503.78918,58315.05469,38.77871,84.51762,86.81887,242.32455,58721.18967,0.5465,0.29866,10.67179,22.47368,72.88676,57.70842,905.49475,481.82935,92.33431,72.12585,3120.53369,3,120.60023,0.25041,481.82935,4.70316,8.73255,25.77479,17.16267,11.83613,170.66826
"102",102,37,-6,10017,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",3.2296,10.43143,33.69649,396.11786,4657.04443,122.63928,1441.98718,54757.34766,37.9735,74.61512,82.13103,535.05219,286280.84078,5.64796,31.89944,69.58896,21.93044,68.56741,324.81555,821.39783,821.39783,89.57375,66.64924,2789.69385,1.24348,157.9272,0.16207,975.17987,4.77663,8.31301,25.60437,15.96043,76.99673,94.01299
"103",103,38,-6,10018,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",3.23359,10.45714,33.82096,398.0274,4684.72949,123.07912,1448.77271,55144.30469,38.06274,89.03342,106.91101,409.27194,167503.52259,3.14668,9.90162,79.24302,21.45614,52.66936,202.27202,814.30511,808.67249,89.61543,65.81583,2836.99951,1,143.95308,0.16941,849.25287,4.77495,8.24773,25.70768,15.99711,85.73117,100.58727
"104",104,38,-6,10017,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",3.23513,10.4672,33.87011,399.30664,4708.0791,123.41489,1455.29822,55517.29297,38.14836,107.56727,107.23304,500.95691,250957.82488,2.25423,5.08156,77.24354,21.43966,50.56827,181.05077,825.28717,729.35016,89.70908,66.41375,2882.5144,1,116.08859,0.15893,729.35016,4.76406,7.95093,25.69558,15.8866,80.81743,107.60109
"105",105,38,-6,10017,"0","0","0","0","1","0","0","0","0","0","0","0","0","0","0",3.23773,10.48396,33.95096,400.91882,4734.82666,123.81479,1462.38965,55923.57812,38.2412,73.88903,94.89391,387.875,150447.01562,2.65715,7.06043,67.07603,21.61667,55.78257,182.72264,836.67273,665.15607,89.81925,68.52627,2934.77539,1,99.8108,0.15007,665.15607,4.75216,8.40982,25.6078,15.94779,70.88175,115.30142
"106",106,38,-6,10017,"0","1","0","0","1","0","0","0","0","0","0","0","0","0","0",3.23947,10.49536,34.00702,402.27658,4759.14258,124.16566,1469.10706,56309.33984,38.32892,98.32536,84.404,413.0965,170648.7155,2.80512,7.86869,57.09924,21.89474,67.77715,207.71165,842.59216,622.09534,89.92922,70.38075,2981.6731,1,99.7196,0.1604,622.09534,4.74048,8.15628,25.50991,15.95491,61.14256,123.33353
"107",107,38,-6,10017,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",3.2405,10.50186,34.03792,403.44547,4782.44678,124.489,1475.83936,56696.85547,38.41665,108.87294,89.40459,506.19299,256231.34636,2.62512,6.89124,47.48837,22.35965,76.76955,242.8717,842.44678,580.68152,90.171,71.47359,3008.40454,1,110.37,0.19025,580.68152,4.73616,7.83778,25.40495,15.83822,51.85659,131.3481
"108",108,38,-6,10016,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",3.24557,10.53497,34.19988,405.66794,4812.45801,124.97673,1482.77563,57097.02344,38.50682,76.92767,84.97528,570.69489,325692.65211,3.03416,9.20614,37.59001,22.67797,75.14947,176.51874,860.98993,538.73981,90.60506,72.56068,3032.88696,1,118.41096,0.22,538.73981,4.72817,7.75658,25.23964,16.00113,42.63422,139.69052
"109",109,38,-6,10016,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",3.24753,10.54748,34.25993,407.11264,4838.21094,125.34843,1489.81091,57503.86719,38.59806,71.86593,88.10513,357.12711,127539.76963,1.90557,3.63119,27.61004,23,63.00964,77.13589,898.12006,500.84979,91.06175,73.47668,3076.31079,1.01695,124.34913,0.24848,500.84979,4.72144,7.95476,25.27156,16.31703,33.63266,148.49762
"110",110,38,-6,10016,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",3.24736,10.54647,34.2555,408.00281,4860.06396,125.62791,1496.61804,57898.42969,38.68614,77.99654,93.23579,275.07895,75668.42818,0.63537,0.40369,17.9374,23.5,55.41965,55.98649,921.151,481.61841,91.68541,73.80505,3118.74097,2.87719,129.53729,0.26913,481.61841,4.71527,8.2457,25.43386,16.6029,25.55601,157.34744
"111",111,38,-6,10016,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",3.24983,10.56256,34.334,409.59198,4886.82715,126.02126,1503.72046,58311.06641,38.77782,82.23585,83.06857,232.85471,54221.31401,0.73428,0.53916,8.41666,22.63248,67.97398,50.17593,909.20105,467.21378,92.58901,72.95858,3146.36816,3,131.0267,0.28057,467.21378,4.70905,8.55691,25.62657,16.87441,19.31508,166.16138
"112",112,39,-7,1193,"0","0","0","0","1","0","0","0","0","0","0","0","0","0","0",2.48942,6.19729,15.42806,245.63123,3910.77002,98.66886,1570.95911,62265.48438,39.63533,96.98299,122.29635,254.5,64770.25,1.86383,3.47386,23.08726,4.25,83.07232,334.62588,872.83594,766.0863,91.46736,51.05466,2825.64844,1,136.85187,0.17863,766.0863,4.62549,7.33761,24.27506,13.7117,93.46553,167.33517
"113",113,39,-7,1026,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2.48276,6.16435,15.30592,244.51227,3906.25391,98.47987,1573.35168,62407.78125,39.6655,56.36862,109.66321,194.66667,37895.11311,2.28024,5.19951,19.89873,4.2,81.68354,338.96173,859.94617,800.24207,91.10904,51.27039,2850.87939,1,141.49875,0.17685,800.24207,4.62092,7.48981,24.22809,13.85707,96.2483,169.00037
"114",114,39,-7,2014,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2.5964,6.74158,17.50527,266.57718,4059.72046,102.66772,1563.59961,61828.45703,39.54237,114.0847,79.07405,274.72726,75475.0698,2.10989,4.45164,32.13977,7.09091,81.60239,315.27444,903.68799,713.89154,91.59095,51.29691,2758.12109,1,104.63253,0.14656,713.89154,4.63452,6.7673,24.43045,14.09946,80.29073,169.25911
"115",115,39,-7,9183,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",2.56815,6.59659,16.94715,261.29205,4029.36157,101.72517,1568.98157,62147.98828,39.61036,86.07225,97.14365,284.77777,81098.37886,1.27151,1.61673,26.27043,4.69444,83.3138,325.55188,893.13861,697.85461,92.04827,50.74775,2820.59253,1,115.52266,0.16544,697.85461,4.62547,7.24331,24.47511,13.88079,88.02715,171.36263
"116",116,39,-7,1725,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2.56439,6.57709,16.8713,260.85849,4033.92114,101.70818,1573.05481,62390.11719,39.66175,109.69458,88.54707,179.66667,32280.11296,2.35607,5.55108,20.90165,3.66667,82.31931,331.62784,875.85309,696.16241,91.56993,50.64586,2853.35986,1,123.53278,0.17734,696.16241,4.61817,7.65943,24.42966,13.73446,93.18867,174.05977
"118",118,39,-7,3908,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2.71095,7.34951,19.92558,289.11108,4195.02197,106.6419,1547.43677,60872.28125,39.33747,88.94525,86.86424,616.62219,380222.92816,4.41166,19.46273,47.9046,22.91111,100.49095,340.31168,831.21063,749.68835,89.73524,54.10807,2610.65479,1,108.05643,0.14428,749.68835,4.6597,5.73486,25.11507,13.53035,55.88361,168.11685
"119",119,39,-7,5219,"0","0","0","0","1","0","0","0","0","0","0","0","0","0","0",2.70696,7.3281,19.83932,288.90399,4207.34277,106.71983,1554.26953,61275.92188,39.42421,66.76315,89.70157,434.01639,188370.22497,1.68058,2.82437,44.18151,17.55738,79.77149,284.22614,841.46936,724.8645,89.84733,53.06898,2741.59033,1,103.14492,0.14241,724.8645,4.64695,6.07917,24.13956,14.05853,64.63615,171.49008
